text,label
"Our focus is on bringing people-based marketing and the effectiveness and relevance of Facebook ads off of Facebook so we can give marketers and publishers the tools to reach people across all of their devices. [SEP] In terms of overall ad tech world, I think a lot is happening and there's a lot that's going to evolve in the whole ecosystem.",1
"For us, this is an important investment and it's very strategic. [SEP] And you heard on this call me give a few examples of where we're already able to connect what happens in terms of ads with real sales of real products.",1
"For us, this is an important investment and it's very strategic. [SEP] We are going to put the time in to make this work rather than look for any short-run specific return.",1
"Worldwide, we've got kind of different puts and takes. [SEP] Indonesia had a SIM card registration requirement that caused a little bit of a headwind in APAC.",1
"Worldwide, we've got kind of different puts and takes. [SEP] And then rest of world, we saw some countries come back online like Ethiopia came back online. [SEP] Worldwide, we've got kind of different puts and takes. [SEP] And then rest of world, we saw some countries come back online like Ethiopia came back online.",0
"Worldwide, we've got kind of different puts and takes. [SEP] Europe, we saw the declines that we anticipated from GDPR.",1
So we continue to operate well in China. [SEP] We see China as a – and the way we're approaching China as a way to – a trusted avenue for our Chinese customers to access authentic international brands and we'll focus on those global brands and bringing those to Chinese customers. [SEP] So we continue to operate well in China. [SEP] We see China as a – and the way we're approaching China as a way to – a trusted avenue for our Chinese customers to access authentic international brands and we'll focus on those global brands and bringing those to Chinese customers.,0
"So, yeah, it's still early days and some of those experiments that we're doing, but we're seeing good traction on those things and we like that. [SEP] Offerings like the Amazon Global Store where Chinese customers can access those international brands on the China website and have them shipped directly to their houses is something we're focused on.",1
"And so when I think about the material gross margin improvement we saw in Azure, it continues the path we've actually been on where we've been discussing, [SEP] as you continue to see customers ask for us and our help in managing their digital estate, consistently, securely through one interface, you'll actually see growth across all components of that cloud. [SEP] And so when I think about the material gross margin improvement we saw in Azure, it continues the path we've actually been on where we've been discussing, [SEP] as you continue to see customers ask for us and our help in managing their digital estate, consistently, securely through one interface, you'll actually see growth across all components of that cloud.",0
"But to your point, Raimo, I think what has happened is the change, even in the financial services, the segments that you all represent, the kinds of workloads now that are moving to the cloud has qualitatively changed. [SEP] In the past we participated, but a lot of Tier 1 workloads were not on Microsoft stack, whereas now, a lot of Tier 1 workloads are in fact increasingly on Microsoft cloud. [SEP] But to your point, Raimo, I think what has happened is the change, even in the financial services, the segments that you all represent, the kinds of workloads now that are moving to the cloud has qualitatively changed. [SEP] In the past we participated, but a lot of Tier 1 workloads were not on Microsoft stack, whereas now, a lot of Tier 1 workloads are in fact increasingly on Microsoft cloud.",0
"And I would use the word we are deeply partnering with them. [SEP] It's no longer just simple vendor relationships, because as they are trying to build their own software capability, they need a trusted partner who's more interested in making sure that they build their own technology capability. [SEP] And I would use the word we are deeply partnering with them. [SEP] It's no longer just simple vendor relationships, because as they are trying to build their own software capability, they need a trusted partner who's more interested in making sure that they build their own technology capability.",0
And I think using and trying to continue to earn the customer trust to deliver these world-class workloads. [SEP] The investments we've made over the past years are about hiring the type of talent that can go and sit with a customer and drive the customer's successful outcomes of the projects they deploy.,1
"And I think using and trying to continue to earn the customer trust to deliver these world-class workloads. [SEP] It's about the investment we've made in capability, the evolution of the product and its innovation.",1
"And E5 value proposition across all three of the areas, whether it's cloud voice or analytics or security are all three massive areas for us. [SEP] And I would say if anything, the initial data from our customers around security is gaining a lot of traction.",1
"And E5 value proposition across all three of the areas, whether it's cloud voice or analytics or security are all three massive areas for us. [SEP] But at the same time, one of the things that customers are looking for is making an enterprise-wide architectural decision across all of the workloads.",1
"And E5 value proposition across all three of the areas, whether it's cloud voice or analytics or security are all three massive areas for us. [SEP] So E3, E5, and higher penetration of this is what's going to drive ASP growth.",1
"And you will look – you can see – you'll see us add more value to these packages as time goes on as well [SEP] because our R&D is focused on that, which is how do we take these buckets of value creation and reinforce them with all of the future R&D as well.",1
"To grow on a base that big, that kind of rate, you really need pretty strong performance across the board. [SEP] So just to put numbers on that, the year-over-year in the U.S. or in North America was 32% growth, which was up from 28% in Q4.",1
"To grow on a base that big, that kind of rate, you really need pretty strong performance across the board. [SEP] So a lot of categories are selling a lot. [SEP] To grow on a base that big, that kind of rate, you really need pretty strong performance across the board. [SEP] So a lot of categories are selling a lot.",0
"To grow on a base that big, that kind of rate, you really need pretty strong performance across the board. [SEP] And we also benefited from the extra day in the quarter due to the leap year, but strong performance from many of the categories [SEP] To grow on a base that big, that kind of rate, you really need pretty strong performance across the board. [SEP] And we also benefited from the extra day in the quarter due to the leap year, but strong performance from many of the categories",0
"And on AmazonFresh, we continue to have a strong Fresh business in a number of cities in the U.S. [SEP] And you'll also notice that we have other ways for people to buy consumable products",1
"And on AmazonFresh, we continue to have a strong Fresh business in a number of cities in the U.S. [SEP] We have Prime Pantry. [SEP] And on AmazonFresh, we continue to have a strong Fresh business in a number of cities in the U.S. [SEP] We have Prime Pantry.",0
"And on AmazonFresh, we continue to have a strong Fresh business in a number of cities in the U.S. [SEP] We have Prime Now [SEP] And on AmazonFresh, we continue to have a strong Fresh business in a number of cities in the U.S. [SEP] We have Prime Now",0
"And we guided to 38.5% to 39.5%, which is slightly down versus our performance in Q2. [SEP] First of all, it’s the loss of leverage from the sequential decline in revenue.",1
"And we guided to 38.5% to 39.5%, which is slightly down versus our performance in Q2. [SEP] There’s a foreign exchange element, and I mentioned before the negative impact on a sequential basis about 40 basis points.",1
"And we guided to 38.5% to 39.5%, which is slightly down versus our performance in Q2. [SEP] And also, we’re launching the Apple Watch.",1
"And we guided to 38.5% to 39.5%, which is slightly down versus our performance in Q2. [SEP] Apple Watch is not only a new product, but it’s a brand new category with a lot of new features, a lot of new, innovative technologies.",1
"And we guided to 38.5% to 39.5%, which is slightly down versus our performance in Q2. [SEP] And Apple Watch margins will be lower than company average.",1
"And so as I look at that number, that suggests there’s plenty of upgrade headroom in addition to we want to keep inviting over as many switchers as we can. [SEP] Our current estimate is that about 20% of the active installed base has upgraded to a 6 or 6 plus.",1
"I spoke to this a little earlier because from day one we have this vision of how we want to build for the future distributed computing would include our hyper scale cloud service which is Azure an impact Azure is built on Hyper-V and we always said that we were going to build our server as the edge of our hyper scale cloud and so that's what Windows Server 2016 represents, that’s what SQL Server 2016 represents and so we have this unique capabilities like be able to stretch even a single table in a database in SQL 2016 all the way to the cloud for having infinite table capacity and then having your apps and queries work. [SEP] How we're doing containers for example in Windows Server 2016 we have great container support as well as support for things like our service fabric so that people can have absolute application portability and in fact people can even [indiscernible] applications.",1
"I spoke to this a little earlier because from day one we have this vision of how we want to build for the future distributed computing would include our hyper scale cloud service which is Azure an impact Azure is built on Hyper-V and we always said that we were going to build our server as the edge of our hyper scale cloud and so that's what Windows Server 2016 represents, that’s what SQL Server 2016 represents and so we have this unique capabilities like be able to stretch even a single table in a database in SQL 2016 all the way to the cloud for having infinite table capacity and then having your apps and queries work. [SEP] We have many customers who tier their storage and compute across a hybrid backplane.",1
"It's early, but we're seeing some positive results with publishers of many different types bringing branded content to Facebook. [SEP] In Q1, we opened this up to unverified pages so we could enable more people to take advantage of this kind of targeting.",1
"It's early, but we're seeing some positive results with publishers of many different types bringing branded content to Facebook. [SEP] We see this in the broader context of better targeting. [SEP] It's early, but we're seeing some positive results with publishers of many different types bringing branded content to Facebook. [SEP] We see this in the broader context of better targeting.",0
"We've been really pleased with the adoption of our targeting products from Custom Audiences to Lookalikes to Dynamic Ads, and we think all of these can improve the relevance of the ad by making ads more targeted, [SEP] because when they're more targeted, they have higher returns for marketers and they're more enjoyable or relevant for people.",1
"So we built – we're making the cameras inside the whole family of apps into the first augmented reality platform, into an open platform, which is different from what any other app that has a camera has done before. [SEP] But what we're basically saying is that there's so much innovation and so many different types of effects that people are creating that we don't want developers to have to build their own separate app and get to a huge scale in order to build some new kind of visual tool.",1
"So we built – we're making the cameras inside the whole family of apps into the first augmented reality platform, into an open platform, which is different from what any other app that has a camera has done before. [SEP] It's going to open up a much greater diversity of use cases, not only making it so that use cases like facemasks or style transfers that we already have, you're now going to have thousands of options instead of just 10 or 20 at a time.",1
But there are also going to be all these new kinds of things that we're not even building today that developers will be able to experiment with. [SEP] One of the examples I showed at F8 was around using object recognition and computer vision to be able to point your camera at something and then tap on it and get a card of information and maybe even a buy button.,1
"When you have that, I think we're going get to a point where things like TVs, you no longer need a physical TV. [SEP] You'll get a $1 app that you can watch it screen on.",1
"When you have that, I think we're going get to a point where things like TVs, you no longer need a physical TV. [SEP] And it will just be an interesting exercise to see how many of the things that we have that are physical things don't actually need to be physical in that world, and how much innovation that opens up for independent developers all around the world.",1
"When you have that, I think we're going get to a point where things like TVs, you no longer need a physical TV. [SEP] A lot of people don't have a factory, so they can't build a TV. [SEP] When you have that, I think we're going get to a point where things like TVs, you no longer need a physical TV. [SEP] A lot of people don't have a factory, so they can't build a TV.",0
"So we're happy with that. [SEP] So EGM growth, North America EGM growth of 28% was actually also the highest in the last 4 years. [SEP] So we're happy with that. [SEP] So EGM growth, North America EGM growth of 28% was actually also the highest in the last 4 years.",0
"The deceleration you're seeing of 700 basis points is more a function of the Prime Day that we had in Q3, if you remember. [SEP] We didn't break it out by segment, but we said that Prime Day contributed 200 basis points to our Q3 run rate, revenue growth rate.",1
"The deceleration you're seeing of 700 basis points is more a function of the Prime Day that we had in Q3, if you remember. [SEP] So there is always a - generally a sequential drop in Q4. [SEP] The deceleration you're seeing of 700 basis points is more a function of the Prime Day that we had in Q3, if you remember. [SEP] So there is always a - generally a sequential drop in Q4.",0
"To step back again on that, our general philosophy is we want to find things - businesses that customers love, that can grow to be large, will provide strong financial returns, and are durable that can last for decades. [SEP] We continue to have healthy investments as we've stated across the globe. [SEP] To step back again on that, our general philosophy is we want to find things - businesses that customers love, that can grow to be large, will provide strong financial returns, and are durable that can last for decades. [SEP] We continue to have healthy investments as we've stated across the globe.",0
"To step back again on that, our general philosophy is we want to find things - businesses that customers love, that can grow to be large, will provide strong financial returns, and are durable that can last for decades. [SEP] We think AWS is that.",1
"To step back again on that, our general philosophy is we want to find things - businesses that customers love, that can grow to be large, will provide strong financial returns, and are durable that can last for decades. [SEP] As I said in Prime, the Prime platform, Prime features for customers, expansion for fulfillment capacity as we build out to support 26% unit growth in Q4, for instance and much greater FBA share, and not to mention all the investments in AWS, we are constantly looking for cost efficiencies and fixing variable productivity. [SEP] To step back again on that, our general philosophy is we want to find things - businesses that customers love, that can grow to be large, will provide strong financial returns, and are durable that can last for decades. [SEP] As I said in Prime, the Prime platform, Prime features for customers, expansion for fulfillment capacity as we build out to support 26% unit growth in Q4, for instance and much greater FBA share, and not to mention all the investments in AWS, we are constantly looking for cost efficiencies and fixing variable productivity.",0
So our data platform growth as well as competitiveness is very good and increasing. [SEP] You need the full comprehensive platform and then the ability to able -- to do things like AI and analytics on top of all of this data. [SEP] So our data platform growth as well as competitiveness is very good and increasing. [SEP] You need the full comprehensive platform and then the ability to able -- to do things like AI and analytics on top of all of this data.,0
So our data platform growth as well as competitiveness is very good and increasing. [SEP] And we're the only provider still who can do this in a hybrid way.,1
"And they create different dynamics in the system, and I think that's an important thing to understand. [SEP] When your friend posts something and you get to engage with it, it might inform you and entertain you. [SEP] And they create different dynamics in the system, and I think that's an important thing to understand. [SEP] When your friend posts something and you get to engage with it, it might inform you and entertain you.",0
"And they create different dynamics in the system, and I think that's an important thing to understand. [SEP] Whereas when you engage with public content, you might get informed or be entertained, but it's not necessarily increasing social capital in the same way or building relationships between people",1
"So we really differentiate what the core thing is that we're trying to do, which is help people connect with each other and build meaningful relationships. [SEP] And that's why on a lot of these calls, I emphasize products like Instagram Stories or WhatsApp Status, which are very video-based products, but they're improving social interactions.",1
"That's why I tried to stress up front that time spent is not a goal by itself here. [SEP] But overall, I would say not all time spent is created equal.",1
Growing a market like India is a result of all of those things and doing them all well. [SEP] It's building stores.,1
Growing a market like India is a result of all of those things and doing them all well. [SEP] It's building channels.,1
Growing a market like India is a result of all of those things and doing them all well. [SEP] It's building markets. [SEP] Growing a market like India is a result of all of those things and doing them all well. [SEP] It's building markets.,0
Growing a market like India is a result of all of those things and doing them all well. [SEP] It's building the developer ecosystem.,1
"And I feel like we're making good progress there and are gaining understanding of the market, but we still have a long way to go, which I sort of see as an opportunity instead of a problem. [SEP] As you know, as I think we talked about before, we started manufacturing the iPhone SE there six, nine months ago so. [SEP] And I feel like we're making good progress there and are gaining understanding of the market, but we still have a long way to go, which I sort of see as an opportunity instead of a problem. [SEP] As you know, as I think we talked about before, we started manufacturing the iPhone SE there six, nine months ago so.",0
"And I feel like we're making good progress there and are gaining understanding of the market, but we still have a long way to go, which I sort of see as an opportunity instead of a problem. [SEP] The bandwidth issue has also been an issue, but as you point out, it is being addressed and between the large carriers there with Bharti and now Jio investing the way they are, the service in India is materially better than it was just 12 months ago.",1
It was a good quarter for that. [SEP] We’ve seen consistent double-digit billings in this segment and it speaks to that.,1
"I think we look at all of our investments with an eye towards trying to maximize long-term free cash flow at strong returns on invested capital. [SEP] And if they work, can be big.",1
"We're not going to update our Prime subscription growth beyond what we said last year at the end of last year, which last year in a year when we raised prices early in 2014. [SEP] The global growth rate was 53% and North America growth rate was 50%. [SEP] We're not going to update our Prime subscription growth beyond what we said last year at the end of last year, which last year in a year when we raised prices early in 2014. [SEP] The global growth rate was 53% and North America growth rate was 50%.",0
"We're not going to update our Prime subscription growth beyond what we said last year at the end of last year, which last year in a year when we raised prices early in 2014. [SEP] So, by default, the International growth rate was higher.",1
"We're not going to update our Prime subscription growth beyond what we said last year at the end of last year, which last year in a year when we raised prices early in 2014. [SEP] We like the adoption of Prime internationally. [SEP] We're not going to update our Prime subscription growth beyond what we said last year at the end of last year, which last year in a year when we raised prices early in 2014. [SEP] We like the adoption of Prime internationally.",0
"We're not going to update our Prime subscription growth beyond what we said last year at the end of last year, which last year in a year when we raised prices early in 2014. [SEP] It's helped by additional selection that's available for fast track shipment, including FBA. [SEP] We're not going to update our Prime subscription growth beyond what we said last year at the end of last year, which last year in a year when we raised prices early in 2014. [SEP] It's helped by additional selection that's available for fast track shipment, including FBA.",0
"We're not going to update our Prime subscription growth beyond what we said last year at the end of last year, which last year in a year when we raised prices early in 2014. [SEP] So that flywheel is working.",1
"We're not going to update our Prime subscription growth beyond what we said last year at the end of last year, which last year in a year when we raised prices early in 2014. [SEP] We've also launched video benefits most recently in Japan, but we have them in the U.K. and Germany.",1
"We're not going to update our Prime subscription growth beyond what we said last year at the end of last year, which last year in a year when we raised prices early in 2014. [SEP] We launch Prime Now in the U.K. [SEP] We're not going to update our Prime subscription growth beyond what we said last year at the end of last year, which last year in a year when we raised prices early in 2014. [SEP] We launch Prime Now in the U.K.",0
"We're not going to update our Prime subscription growth beyond what we said last year at the end of last year, which last year in a year when we raised prices early in 2014. [SEP] So, it's very similar to the U.S. story, potentially time lagged a bit, but we are seeing the same customer adoption and impact on growth rates. [SEP] We're not going to update our Prime subscription growth beyond what we said last year at the end of last year, which last year in a year when we raised prices early in 2014. [SEP] So, it's very similar to the U.S. story, potentially time lagged a bit, but we are seeing the same customer adoption and impact on growth rates.",0
"The guiding principle for us on this is that we want to give the most voice to the most people. [SEP] And the idea is that there are all these different barriers that any given person has to being able to share and express everything that they want, from technical barriers, it's really hard to communicate with someone if you're not on the internet and they're far away, to product barriers, it's hard to share videos if we don't have a good product for sharing videos, to legal barriers, it's hard to share content that your government says is illegal for you to share. [SEP] The guiding principle for us on this is that we want to give the most voice to the most people. [SEP] And the idea is that there are all these different barriers that any given person has to being able to share and express everything that they want, from technical barriers, it's really hard to communicate with someone if you're not on the internet and they're far away, to product barriers, it's hard to share videos if we don't have a good product for sharing videos, to legal barriers, it's hard to share content that your government says is illegal for you to share.",0
"And at the end of the day, there's also policy and you're in a community and we have community standards for how we think people should communicate in order to be safe. [SEP] Because even if you have all of the internet connectivity and the products and the legal framework that you need, if you don't feel safe saying what you want to express, then you're probably not going to share it.",1
"So we feel a responsibility to have policies for our community which limit hate speech and limit things which are going to create just an overwhelmingly uncomfortable environment for people that is going to silence other people's speech in order to make sure that over the long-term we are enabling the most people to be able to express as much as possible as they can. [SEP] And we see a lot of that online and that's a pretty big issue from everything from bullying to terrorism, there are lots of reasons why people might otherwise have the tools to share what they would want but feel silenced.",1
So we feel a responsibility to have policies for our community which limit hate speech and limit things which are going to create just an overwhelmingly uncomfortable environment for people that is going to silence other people's speech in order to make sure that over the long-term we are enabling the most people to be able to express as much as possible as they can. [SEP] And that isn't giving the most voice to the most people.,1
"So what we're seeing from DPA ads and carousel ads, we're really happy with. [SEP] We're seeing lower cost per conversion. [SEP] So what we're seeing from DPA ads and carousel ads, we're really happy with. [SEP] We're seeing lower cost per conversion.",0
"And importantly, we're also creating better experiences for people [SEP] because when an ad is more targeted, more relevant, when you see a product you're interested in or a service you're interested in, that's a better experience. [SEP] And importantly, we're also creating better experiences for people [SEP] because when an ad is more targeted, more relevant, when you see a product you're interested in or a service you're interested in, that's a better experience.",0
So you will see more going forward. [SEP] Most of the spend that we are seeing in Q2 is starting in North America.,1
So you will see more going forward. [SEP] But this is intended to be a global improvement in speed tied to our Prime program.,1
"This is always going to be a lumpy business. [SEP] It's not only dependent on us, it's also dependent on the companies that are adopting Amazon, so there's a - or excuse me, AWS.",1
This is always going to be a lumpy business. [SEP] So there are differences in sales cycles. [SEP] This is always going to be a lumpy business. [SEP] So there are differences in sales cycles.,0
This is always going to be a lumpy business. [SEP] There are differences in adoption of the cloud.,1
"This is always going to be a lumpy business. [SEP] There are differences in migration patterns that will make any quarter-to-quarter movements lumpy, as I said. [SEP] This is always going to be a lumpy business. [SEP] There are differences in migration patterns that will make any quarter-to-quarter movements lumpy, as I said.",0
"So they are very different situations. [SEP] So India is a unique country where there are 1.25 billion people, more than 1 billion of them are not on the Internet.",1
So they are very different situations. [SEP] So it is the country in the world that benefits the most from connectivity.,1
"And there's a lot of research that we've seen and reports that third parties have put out that show, that when you connect to place like India, it makes a very big difference socially and for the economy there. [SEP] So what we find through the research is that for every 10 people who get connected to the Internet, just a little less than or right around one person gets lifted out of poverty and one new job gets created.",1
"And there's a lot of research that we've seen and reports that third parties have put out that show, that when you connect to place like India, it makes a very big difference socially and for the economy there. [SEP] A lot of us here, everyone we know is on the internet and we think about the internet as entertainment and basic communication but if you don't have access to a good school, then getting basic Internet access could be your best educational information or if you don't have access to a good doctor, then getting access to the Internet could be the only way that you can learn about how to avoid certain diseases or how to raise your kids and help them avoid certain diseases and find jobs and a lot of stuff.",1
So there's a lot of room to expand that and that's just a big opportunity for the Internet overall and for India over the next decade and we hope to play a role in that. [SEP] We're only working with one operator currently in part of the country. [SEP] So there's a lot of room to expand that and that's just a big opportunity for the Internet overall and for India over the next decade and we hope to play a role in that. [SEP] We're only working with one operator currently in part of the country.,0
"So over the long-term, that is a situation that we will need to try to figure out a way forward on. [SEP] On China, that is a more complex situation. [SEP] So over the long-term, that is a situation that we will need to try to figure out a way forward on. [SEP] On China, that is a more complex situation.",0
"So over the long-term, that is a situation that we will need to try to figure out a way forward on. [SEP] Obviously, you can't have a mission of wanting to connect everyone in the world and leave out the biggest country.",1
"For now, the thing that I would leave you with is that people think that Facebook isn't in China at all and that's actually not true. [SEP] Because there are a lot of really big and important Chinese companies who sell a lot of products to people outside of China, and they use Facebook as one of their primary tools in a lot of cases to spread information about what they're doing and grow their customer base.",1
So it would be early to be talking about large shipment volumes. [SEP] But VR is still very much in the development stage.,1
"But we're focused on continuing to invest heavily in the business across our near, mid and long-term opportunities and we see a bunch of great opportunities to invest there. [SEP] So in the near term, we're focused on growing the community and executing on our existing business.",1
"But we're focused on continuing to invest heavily in the business across our near, mid and long-term opportunities and we see a bunch of great opportunities to invest there. [SEP] In the medium-term, we're focused on those next generation of services, Instagram, Messenger and WhatsApp.",1
"But we're focused on continuing to invest heavily in the business across our near, mid and long-term opportunities and we see a bunch of great opportunities to invest there. [SEP] And in the long-term, we've got the investments we're making and things like artificial intelligence, VR, and obviously the Internet.org efforts that Mark just spoke about.",1
"In general, fiscal 2019 will have a higher base than fiscal 2018, just as you start to think through the impacts on bookings for the next year. [SEP] And as we talked about, Q3 has that same attribute, it's higher than it was a year-ago Q2.",1
"In general, fiscal 2019 will have a higher base than fiscal 2018, just as you start to think through the impacts on bookings for the next year. [SEP] The reason we called it out, obviously, because it was such an outlier.",1
"In general, fiscal 2019 will have a higher base than fiscal 2018, just as you start to think through the impacts on bookings for the next year. [SEP] And if you look back three years sort of how this EA expiry base works, our performance this quarter was really strong compared to three years ago",1
"So, one example of some of the things that we're excited about, again, are the click-to-Messenger ads. [SEP] That's something we can put in News Feed in Instagram and Messenger and it both grows the ecosystem and creates a new opportunity for interaction.",1
"And so, when we think about the format of Messenger, we think about the direct correspondence between a person, either an existing or a potential client or with a business, and we think there are many times in kind of a life cycle of interacting with a business where that's a very attractive opportunity. [SEP] We also have inbox ads where we're enabling advertisers to extend their reach to people in Messenger, which is still really early.",1
"And so, when we think about the format of Messenger, we think about the direct correspondence between a person, either an existing or a potential client or with a business, and we think there are many times in kind of a life cycle of interacting with a business where that's a very attractive opportunity. [SEP] And we're also in the early days of sponsored messages, which enable businesses to reengage people once a conversation has started.",1
"It’s going to be gaming for the beginning. [SEP] There are about -- I think it’s around 250 million people who have Xboxes, Play Station, or Wiis. [SEP] It’s going to be gaming for the beginning. [SEP] There are about -- I think it’s around 250 million people who have Xboxes, Play Station, or Wiis.",0
"But overall, I mean the reason why we’re interested in this as the social company is that we think that this is going to be a new way that people interact. [SEP] And if you tried out the Toybox demo with the hands, Oculus Touch, what you see is when you’re in virtual reality with another person and you can interact with the environment and use your hands, you can -- it’s not just about where you are and the fact that you can instantaneously teleport to another place, it’s just you can interact with people in all these different ways that would be very difficult in the rest of the world.",1
"On the Instagram question, certainly in the short-run, some of the spend is incremental and some of it isn’t. [SEP] Some of our clients approached us where they have a social budget or Facebook budget and some of that moves to Instagram and some people, it’s incremental spend. [SEP] On the Instagram question, certainly in the short-run, some of the spend is incremental and some of it isn’t. [SEP] Some of our clients approached us where they have a social budget or Facebook budget and some of that moves to Instagram and some people, it’s incremental spend.",0
"In the medium to long-run however, we believe that we’re really well-positioned to take share from other platforms out there. [SEP] We believe both Facebook and Instagram have this combination of an ability to do great creative with the best targeting in a most sophisticated measurement which shows businesses how we help them move products off shelves. [SEP] In the medium to long-run however, we believe that we’re really well-positioned to take share from other platforms out there. [SEP] We believe both Facebook and Instagram have this combination of an ability to do great creative with the best targeting in a most sophisticated measurement which shows businesses how we help them move products off shelves.",0
"The investment that we are seeing is a step-up versus what we have experienced in particularly the first half of this year and the last half, the second half of last year which I mentioned. [SEP] We are right now, the second half of this year looks like a big step-up compared to the first half and it is. [SEP] The investment that we are seeing is a step-up versus what we have experienced in particularly the first half of this year and the last half, the second half of last year which I mentioned. [SEP] We are right now, the second half of this year looks like a big step-up compared to the first half and it is.",0
So I would not characterize it as a cycle. [SEP] We make investments with the idea that they are going to pay off and they pay off in either directly in the business they're in or in their contribution to the total business many times as a part of the Prime program. [SEP] So I would not characterize it as a cycle. [SEP] We make investments with the idea that they are going to pay off and they pay off in either directly in the business they're in or in their contribution to the total business many times as a part of the Prime program.,0
The Wearables have done extremely well. [SEP] It was acceleration further from the previous quarter.,1
"So we're thrilled with the results as to what's driving it it's the totality that's driving it. [SEP] For some people it's about fitness; for some people, it's about health; for some other people, it's about communication; and for some people, it's all of the above. [SEP] So we're thrilled with the results as to what's driving it it's the totality that's driving it. [SEP] For some people it's about fitness; for some people, it's about health; for some other people, it's about communication; and for some people, it's all of the above.",0
"Yes, it's a gift to our users, and from a business point of view, we'd like to -- we're really proud of the content. [SEP] And so this allows us to focus on maximizing subscribers, particularly in the early going.",1
"All have helped our cost structure, so just a little more color on maybe some specifics on the efficiency area. [SEP] We have defect reduction and process improvements are probably something we've always done and worked on, both to lower our cost but also to improve the customer experience and also the seller and vendor experience. [SEP] All have helped our cost structure, so just a little more color on maybe some specifics on the efficiency area. [SEP] We have defect reduction and process improvements are probably something we've always done and worked on, both to lower our cost but also to improve the customer experience and also the seller and vendor experience.",0
"All have helped our cost structure, so just a little more color on maybe some specifics on the efficiency area. [SEP] We're using software and algorithms to make decisions rather than people, which we think it's more efficient and scales better and will be more accurate, especially as we insert machine learning into the decisions. [SEP] All have helped our cost structure, so just a little more color on maybe some specifics on the efficiency area. [SEP] We're using software and algorithms to make decisions rather than people, which we think it's more efficient and scales better and will be more accurate, especially as we insert machine learning into the decisions.",0
"All have helped our cost structure, so just a little more color on maybe some specifics on the efficiency area. [SEP] As I said earlier we benefit from the efficiency gains of the AWS business on the Amazon site as well.",1
"All have helped our cost structure, so just a little more color on maybe some specifics on the efficiency area. [SEP] We look to increase the leverage of our fixed assets, particularly our fulfillment centers and the throughput of the fulfillment centers, and just generally getting inventory closer to customers as we add and expand warehouses in the sort centers that we added primarily last year.",1
The first category is app development. [SEP] About three-quarters of the 2 million are app developers.,1
"The first category is app development. [SEP] And we're doing an enormous amount of things to deliver curriculum to both K-12 with Swift Playgrounds in the K-to-6 area, other curriculum as you proceed beyond grade 6 under the Everyone Can Code area.",1
"The first category is app development. [SEP] And just a couple months ago, we announced a new curriculum that's focused on community schools and community colleges, junior colleges, technical colleges, for kids that did not have coding in their elementary and high school years. [SEP] The first category is app development. [SEP] And just a couple months ago, we announced a new curriculum that's focused on community schools and community colleges, junior colleges, technical colleges, for kids that did not have coding in their elementary and high school years.",0
"And I think this area in general and all the things we do for the developer community will be the largest contribution that Apple can make [SEP] because this is the fastest growing job segment in the country, and I think will be for quite some time.",1
"Some significant portion of those are manufacturing-related, and so we've asked ourselves what can we do to increase this. [SEP] And you may have seen that at the beginning of the quarter, sometime in April I believe, we announced a fund, an Advanced Manufacturing Fund, that we're initially placing $1 billion in.",1
"Some significant portion of those are manufacturing-related, and so we've asked ourselves what can we do to increase this. [SEP] And we've already deployed $200 million of that.",1
"Some significant portion of those are manufacturing-related, and so we've asked ourselves what can we do to increase this. [SEP] And the first recipient is Corning in Kentucky, and they'll be using that money to expand the plant to make very innovative glass. [SEP] Some significant portion of those are manufacturing-related, and so we've asked ourselves what can we do to increase this. [SEP] And the first recipient is Corning in Kentucky, and they'll be using that money to expand the plant to make very innovative glass.",0
"Some significant portion of those are manufacturing-related, and so we've asked ourselves what can we do to increase this. [SEP] And we purchase that glass and essentially export it to the world with iPhones and iPads. [SEP] Some significant portion of those are manufacturing-related, and so we've asked ourselves what can we do to increase this. [SEP] And we purchase that glass and essentially export it to the world with iPhones and iPads.",0
"Switching outside of China was up year-on-year, and so we're happy with that. [SEP] We continue to see people moving over to iOS and it helped with us making the results that Luca announced earlier, including the channel inventory reduction.",1
"So when you think about the shopping experience or the checkout experience on Instagram, these are still very early days, and we're working hard to improve the product and expand to more businesses. [SEP] We expanded shopping to all -- shopping ads to all advertisers globally Q4, and we began testing checkout and shopping ads. [SEP] So when you think about the shopping experience or the checkout experience on Instagram, these are still very early days, and we're working hard to improve the product and expand to more businesses. [SEP] We expanded shopping to all -- shopping ads to all advertisers globally Q4, and we began testing checkout and shopping ads.",0
"Yes, we are seeing headwinds in terms of targeting and measurement. [SEP] First, the recent regulatory initiatives like GDPR and now CCPA have impacted, and we expect they'll continue to impact our ability to use such signals. [SEP] Yes, we are seeing headwinds in terms of targeting and measurement. [SEP] First, the recent regulatory initiatives like GDPR and now CCPA have impacted, and we expect they'll continue to impact our ability to use such signals.",0
"Yes, we are seeing headwinds in terms of targeting and measurement. [SEP] Secondly, mobile operating systems and browser providers such as Apple and Google have announced product changes and future plans that will limit our ability to use those signals.",1
"Yes, we are seeing headwinds in terms of targeting and measurement. [SEP] And then finally, we've made our own product changes that gives users the ability to limit our use of such data signals to improve ads and other experiences.",1
